title|description|rating|release_date|length_minutes|poster|amazon_link|where_to_watch|genres|keywords|imdb_id|cast_and_crew
The Babadook|A single mother and her child fall into a deep well of paranoia when an eerie children's book titled ''Mister Babadook'' manifests in their home.|Not Rated|2014-11-28|94|https://m.media-amazon.com/images/M/MV5BMTk0NzMzODc2NF5BMl5BanBnXkFtZTgwOTYzNTM1MzE@._V1_.jpg|||['Horror', 'Mystery']|['mother son relationship', 'book', 'single mother', 'monster', 'fear']|tt2321549|[{'first_name': 'Jennifer', 'last_name': 'Kent', 'role': 'director'}, {'first_name': 'Essie', 'last_name': 'Davis', 'role': 'cast'}, {'first_name': 'Noah', 'last_name': 'Wiseman', 'role': 'cast'}, {'first_name': 'Hayley', 'last_name': 'McElhinney', 'role': 'cast'}, {'first_name': 'Daniel', 'last_name': 'Henshall', 'role': 'cast'}, {'first_name': 'Barbara', 'last_name': 'West', 'role': 'cast'}, {'first_name': 'Ben', 'last_name': 'Winspear', 'role': 'cast'}, {'first_name': 'Chloe', 'last_name': 'Hurn', 'role': 'cast'}, {'first_name': 'Jacquy', 'last_name': 'Phillips', 'role': 'cast'}, {'first_name': 'Bridget', 'last_name': 'Walters', 'role': 'cast'}, {'first_name': 'Annie', 'last_name': 'Batten', 'role': 'cast'}, {'first_name': 'Tony', 'last_name': 'Mack', 'role': 'cast'}, {'first_name': 'Carmel', 'last_name': 'Johnson', 'role': 'cast'}, {'first_name': 'Tiffany', 'last_name': 'Lyndall-Knight', 'role': 'cast'}, {'first_name': 'Lucy', 'last_name': 'Hong', 'role': 'cast'}, {'first_name': 'Sophie', 'last_name': 'Riggs', 'role': 'cast'}]
Barbarian|A woman staying at an Airbnb discovers that the house she has rented is not what it seems.|R|2022-09-09|102|https://m.media-amazon.com/images/M/MV5BN2M3Y2NhMGYtYjUxOS00M2UwLTlmMGUtYzY4MzFlNjZkYzY2XkEyXkFqcGdeQXVyODc0OTEyNDU@._V1_.jpg|||['Horror', 'Mystery', 'Thriller']|['airbnb rental', 'basement', 'stranger danger', 'hidden basement', 'awakened in middle of night']|tt15791034|[{'first_name': 'Zach', 'last_name': 'Cregger', 'role': 'director'}, {'first_name': 'Georgina', 'last_name': 'Campbell', 'role': 'cast'}, {'first_name': 'Bill', 'last_name': 'Skarsgård', 'role': 'cast'}, {'first_name': 'Justin', 'last_name': 'Long', 'role': 'cast'}, {'first_name': 'Matthew Patrick', 'last_name': 'Davis', 'role': 'cast'}, {'first_name': 'Richard', 'last_name': 'Brake', 'role': 'cast'}, {'first_name': 'Kurt', 'last_name': 'Braunohler', 'role': 'cast'}, {'first_name': 'Jaymes', 'last_name': 'Butler', 'role': 'cast'}, {'first_name': 'Sophie', 'last_name': 'Sörensen', 'role': 'cast'}, {'first_name': 'Rachel', 'last_name': 'Fowler', 'role': 'cast'}, {'first_name': 'JR', 'last_name': 'Esposito', 'role': 'cast'}, {'first_name': 'Kate', 'last_name': 'Nichols', 'role': 'cast'}, {'first_name': 'Kate', 'last_name': 'Bosworth', 'role': 'cast'}, {'first_name': 'Brooke', 'last_name': 'Dillman', 'role': 'cast'}, {'first_name': 'Sara', 'last_name': 'Paxton', 'role': 'cast'}, {'first_name': 'Will', 'last_name': 'Greenberg', 'role': 'cast'}]
Beetle Juice|The spirits of a deceased couple are harassed by an unbearable family that has moved into their home, and hire a malicious spirit to drive them out.|PG|1988-03-30|92|https://m.media-amazon.com/images/M/MV5BZDdmNjBlYTctNWU0MC00ODQxLWEzNDQtZGY1NmRhYjNmNDczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg|||['Comedy', 'Fantasy']|['ghost', 'goth girl', 'teenage girl', 'model town', 'shrunken head']|tt0094721|"[{'first_name': 'Tim', 'last_name': 'Burton', 'role': 'director'}, {'first_name': 'Alec', 'last_name': 'Baldwin', 'role': 'cast'}, {'first_name': 'Geena', 'last_name': 'Davis', 'role': 'cast'}, {'first_name': 'Annie', 'last_name': 'McEnroe', 'role': 'cast'}, {'first_name': 'Maurice', 'last_name': 'Page', 'role': 'cast'}, {'first_name': 'Hugo', 'last_name': 'Stanger', 'role': 'cast'}, {'first_name': 'Michael', 'last_name': 'Keaton', 'role': 'cast'}, {'first_name': 'Rachel', 'last_name': 'Mittelman', 'role': 'cast'}, {'first_name': 'Catherine', 'last_name': ""O'Hara"", 'role': 'cast'}, {'first_name': 'J. Jay', 'last_name': 'Saunders', 'role': 'cast'}, {'first_name': 'Mark', 'last_name': 'Ettlinger', 'role': 'cast'}, {'first_name': 'Jeffrey', 'last_name': 'Jones', 'role': 'cast'}, {'first_name': 'Winona', 'last_name': 'Ryder', 'role': 'cast'}, {'first_name': 'Glenn', 'last_name': 'Shadix', 'role': 'cast'}, {'first_name': 'Patrice', 'last_name': 'Martinez', 'role': 'cast'}, {'first_name': 'Cindy', 'last_name': 'Daly', 'role': 'cast'}]"
Behind the Mask: The Rise of Leslie Vernon|The next great psycho horror slasher has given a documentary crew exclusive access to his life as he plans his reign of terror over the sleepy town of Glen Echo.|R|2006-10-13|92|https://m.media-amazon.com/images/M/MV5BMjE5MDE3MTQxOV5BMl5BanBnXkFtZTcwNDY0NzA0MQ@@._V1_.jpg|||['Comedy', 'Horror', 'Thriller']|['serial killer', 'masked killer', 'film crew', 'mask', 'slasher']|tt0437857|[{'first_name': 'Scott', 'last_name': 'Glosserman', 'role': 'director'}, {'first_name': 'Nathan', 'last_name': 'Baesel', 'role': 'cast'}, {'first_name': 'Angela', 'last_name': 'Goethals', 'role': 'cast'}, {'first_name': 'Robert', 'last_name': 'Englund', 'role': 'cast'}, {'first_name': 'Scott', 'last_name': 'Wilson', 'role': 'cast'}, {'first_name': 'Zelda', 'last_name': 'Rubinstein', 'role': 'cast'}, {'first_name': 'Bridgett', 'last_name': 'Newton', 'role': 'cast'}, {'first_name': 'Kate', 'last_name': 'Miner', 'role': 'cast'}, {'first_name': 'Ben', 'last_name': 'Pace', 'role': 'cast'}, {'first_name': 'Britain', 'last_name': 'Spellings', 'role': 'cast'}, {'first_name': 'Hart', 'last_name': 'Turner', 'role': 'cast'}, {'first_name': 'Krissy', 'last_name': 'Carlson', 'role': 'cast'}, {'first_name': 'Travis', 'last_name': 'Zariwny', 'role': 'cast'}, {'first_name': 'Teo', 'last_name': 'Gomez', 'role': 'cast'}, {'first_name': 'Matt', 'last_name': 'Bolt', 'role': 'cast'}, {'first_name': 'Jenafer', 'last_name': 'Brown', 'role': 'cast'}]
The Black Phone|After being abducted by a child killer and locked in a soundproof basement, a 13-year-old boy starts receiving calls on a disconnected phone from the killer's previous victims.|R|2022-06-24|103|https://m.media-amazon.com/images/M/MV5BMWQxOGJlNTUtYTc1YS00NDkyLWExZjItMTFiYWEzMjAzYTdjXkEyXkFqcGdeQXVyNjk1Njg5NTA@._V1_.jpg|||['Horror', 'Thriller']|['serial child killer', 'masked killer', 'child abduction', 'alcoholic father', 'basement']|tt7144666|[{'first_name': 'Scott', 'last_name': 'Derrickson', 'role': 'director'}, {'first_name': 'Mason', 'last_name': 'Thames', 'role': 'cast'}, {'first_name': 'Madeleine', 'last_name': 'McGraw', 'role': 'cast'}, {'first_name': 'Ethan', 'last_name': 'Hawke', 'role': 'cast'}, {'first_name': 'Jeremy', 'last_name': 'Davies', 'role': 'cast'}, {'first_name': 'E. Roger', 'last_name': 'Mitchell', 'role': 'cast'}, {'first_name': 'Troy', 'last_name': 'Rudeseal', 'role': 'cast'}, {'first_name': 'James', 'last_name': 'Ransone', 'role': 'cast'}, {'first_name': 'Miguel', 'last_name': 'Mora', 'role': 'cast'}, {'first_name': 'Rebecca', 'last_name': 'Clarke', 'role': 'cast'}, {'first_name': 'J. Gaven', 'last_name': 'Wilde', 'role': 'cast'}, {'first_name': 'Spencer', 'last_name': 'Fitzgerald', 'role': 'cast'}, {'first_name': 'Jordan Isaiah', 'last_name': 'White', 'role': 'cast'}, {'first_name': 'Brady M.', 'last_name': 'Ryan', 'role': 'cast'}, {'first_name': 'Tristan', 'last_name': 'Pravong', 'role': 'cast'}, {'first_name': 'Jacob', 'last_name': 'Moran', 'role': 'cast'}]
The Blair Witch Project|Three film students vanish after traveling into a Maryland forest to film a documentary on the local Blair Witch legend, leaving only their footage behind.|R|1999-07-30|81|https://m.media-amazon.com/images/M/MV5BNzQ1NDBlNDItMDAyYS00YTI2LTgwMmYtMzAwMzg4NDFlM2ZmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg|||['Horror', 'Mystery']|['found footage', 'lost in the woods', 'supernatural horror', 'local legend', 'maryland']|tt0185937|[{'first_name': 'Daniel Myrick, Eduardo', 'last_name': 'Sánchez', 'role': 'director'}, {'first_name': 'Heather', 'last_name': 'Donahue', 'role': 'cast'}, {'first_name': 'Joshua', 'last_name': 'Leonard', 'role': 'cast'}, {'first_name': 'Michael C.', 'last_name': 'Williams', 'role': 'cast'}, {'first_name': 'Bob', 'last_name': 'Griffin', 'role': 'cast'}, {'first_name': 'Jim', 'last_name': 'King', 'role': 'cast'}, {'first_name': 'Sandra', 'last_name': 'Sánchez', 'role': 'cast'}, {'first_name': 'Ed', 'last_name': 'Swanson', 'role': 'cast'}, {'first_name': 'Patricia', 'last_name': 'DeCou', 'role': 'cast'}, {'first_name': 'Mark', 'last_name': 'Mason', 'role': 'cast'}, {'first_name': 'Susie', 'last_name': 'Gooch', 'role': 'cast'}]
Blair Witch|After discovering a video showing what he believes to be his vanished sister Heather, James and a group of friends head to the forest believed to be inhabited by the Blair Witch.|R|2016-09-16|89|https://m.media-amazon.com/images/M/MV5BMjI0NTEyMjA3NV5BMl5BanBnXkFtZTgwODk5OTU4OTE@._V1_.jpg|||['Horror', 'Mystery', 'Thriller']|['witch', 'forest', 'subjective camera', 'found footage', 'woods']|tt1540011|[{'first_name': 'Adam', 'last_name': 'Wingard', 'role': 'director'}, {'first_name': 'James Allen', 'last_name': 'McCune', 'role': 'cast'}, {'first_name': 'Callie', 'last_name': 'Hernandez', 'role': 'cast'}, {'first_name': 'Corbin', 'last_name': 'Reid', 'role': 'cast'}, {'first_name': 'Brandon', 'last_name': 'Scott', 'role': 'cast'}, {'first_name': 'Wes', 'last_name': 'Robinson', 'role': 'cast'}, {'first_name': 'Valorie', 'last_name': 'Curry', 'role': 'cast'}]
Bodies Bodies Bodies|When a group of rich 20-somethings plan a hurricane party at a remote family mansion, a party game turns deadly in this fresh and funny look at backstabbing, fake friends, and one party gone very, very wrong.|R|2022-08-12|94|https://m.media-amazon.com/images/M/MV5BYTA2ODg5ZjgtOTU2My00MzFkLWI0NzMtZmQ5MmRhMWU1NzhlXkEyXkFqcGdeQXVyMTM1MTE1NDMx._V1_.jpg|||['Comedy', 'Horror', 'Thriller']|['party', 'whodunit', 'mansion', 'hurricane', 'cut off from the outside world']|tt8110652|"[{'first_name': 'Halina', 'last_name': 'Reijn', 'role': 'director'}, {'first_name': 'Amandla', 'last_name': 'Stenberg', 'role': 'cast'}, {'first_name': 'Maria', 'last_name': 'Bakalova', 'role': 'cast'}, {'first_name': ""Myha'la"", 'last_name': 'Herrold', 'role': 'cast'}, {'first_name': 'Rachel', 'last_name': 'Sennott', 'role': 'cast'}, {'first_name': 'Chase Sui', 'last_name': 'Wonders', 'role': 'cast'}, {'first_name': 'Pete', 'last_name': 'Davidson', 'role': 'cast'}, {'first_name': 'Lee', 'last_name': 'Pace', 'role': 'cast'}, {'first_name': 'Conner', 'last_name': ""O'Malley"", 'role': 'cast'}]"
The Cabin in the Woods|Five friends go for a break at a remote cabin, where they get more than they bargained for, discovering the truth behind the cabin in the woods.|R|2012-04-13|95|https://m.media-amazon.com/images/M/MV5BNTUxNzYyMjg2N15BMl5BanBnXkFtZTcwMTExNzExNw@@._V1_.jpg|||['Horror', 'Mystery', 'Thriller']|['cabin in the woods', 'lovecraftian', 'torture chamber', 'topless woman', 'girl stripped down to panties']|tt1259521|[{'first_name': 'Drew', 'last_name': 'Goddard', 'role': 'director'}, {'first_name': 'Kristen', 'last_name': 'Connolly', 'role': 'cast'}, {'first_name': 'Chris', 'last_name': 'Hemsworth', 'role': 'cast'}, {'first_name': 'Anna', 'last_name': 'Hutchison', 'role': 'cast'}, {'first_name': 'Fran', 'last_name': 'Kranz', 'role': 'cast'}, {'first_name': 'Jesse', 'last_name': 'Williams', 'role': 'cast'}, {'first_name': 'Richard', 'last_name': 'Jenkins', 'role': 'cast'}, {'first_name': 'Bradley', 'last_name': 'Whitford', 'role': 'cast'}, {'first_name': 'Brian', 'last_name': 'White', 'role': 'cast'}, {'first_name': 'Amy', 'last_name': 'Acker', 'role': 'cast'}, {'first_name': 'Tim', 'last_name': 'DeZarn', 'role': 'cast'}, {'first_name': 'Tom', 'last_name': 'Lenk', 'role': 'cast'}, {'first_name': 'Dan', 'last_name': 'Payne', 'role': 'cast'}, {'first_name': 'Jodelle', 'last_name': 'Ferland', 'role': 'cast'}, {'first_name': 'Dan', 'last_name': 'Shea', 'role': 'cast'}, {'first_name': 'Maya', 'last_name': 'Massar', 'role': 'cast'}]
Candyman|The Candyman, a murderous soul with a hook for a hand, is accidentally summoned to reality by a skeptic grad student researching the monster's myth.|R|1992-10-16|99|https://m.media-amazon.com/images/M/MV5BYjVjYjhlNTQtN2UxOC00Njk5LWFjNDctODNjZTI1ZGM0ZDZkXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg|||['Horror', 'Thriller']|['mirror', 'urban decay', 'baby', 'legend', 'urban legend']|tt0103919|[{'first_name': 'Bernard', 'last_name': 'Rose', 'role': 'director'}, {'first_name': 'Virginia', 'last_name': 'Madsen', 'role': 'cast'}, {'first_name': 'Tony', 'last_name': 'Todd', 'role': 'cast'}, {'first_name': 'Xander', 'last_name': 'Berkeley', 'role': 'cast'}, {'first_name': 'Kasi', 'last_name': 'Lemmons', 'role': 'cast'}, {'first_name': 'Vanessa', 'last_name': 'Williams', 'role': 'cast'}, {'first_name': 'DeJuan', 'last_name': 'Guy', 'role': 'cast'}, {'first_name': 'Marianna', 'last_name': 'Elliott', 'role': 'cast'}, {'first_name': 'Ted', 'last_name': 'Raimi', 'role': 'cast'}, {'first_name': 'Ria', 'last_name': 'Pavia', 'role': 'cast'}, {'first_name': 'Mark', 'last_name': 'Daniels', 'role': 'cast'}, {'first_name': 'Lisa Ann', 'last_name': 'Poggi', 'role': 'cast'}, {'first_name': 'Adam', 'last_name': 'Philipson', 'role': 'cast'}, {'first_name': 'Eric', 'last_name': 'Edwards', 'role': 'cast'}, {'first_name': 'Carolyn', 'last_name': 'Lowery', 'role': 'cast'}, {'first_name': 'Barbara', 'last_name': 'Alston', 'role': 'cast'}]
Candyman|A sequel to the horror film Candyman (1992) that returns to the now-gentrified Chicago neighborhood where the legend began.|R|2021-08-27|91|https://m.media-amazon.com/images/M/MV5BOWEzNDAxYmEtYWU0Zi00ZjZjLTkxY2QtMGY1MjY5ZjVhNDdjXkEyXkFqcGdeQXVyMDM2NDM2MQ@@._V1_.jpg|||['Horror', 'Thriller']|['african american', 'bee', 'hook', 'slasher killer', 'based on urban legend']|tt9347730|[{'first_name': 'Nia', 'last_name': 'DaCosta', 'role': 'director'}, {'first_name': 'Yahya Abdul-Mateen', 'last_name': 'II', 'role': 'cast'}, {'first_name': 'Teyonah', 'last_name': 'Parris', 'role': 'cast'}, {'first_name': 'Nathan', 'last_name': 'Stewart-Jarrett', 'role': 'cast'}, {'first_name': 'Colman', 'last_name': 'Domingo', 'role': 'cast'}, {'first_name': 'Kyle', 'last_name': 'Kaminsky', 'role': 'cast'}, {'first_name': 'Vanessa', 'last_name': 'Williams', 'role': 'cast'}, {'first_name': 'Brian', 'last_name': 'King', 'role': 'cast'}, {'first_name': 'Miriam', 'last_name': 'Moss', 'role': 'cast'}, {'first_name': 'Rebecca', 'last_name': 'Spence', 'role': 'cast'}, {'first_name': 'Carl', 'last_name': 'Clemons-Hopkins', 'role': 'cast'}, {'first_name': 'Christiana', 'last_name': 'Clark', 'role': 'cast'}, {'first_name': 'Michael', 'last_name': 'Hargrove', 'role': 'cast'}, {'first_name': 'Rodney L Jones', 'last_name': 'III', 'role': 'cast'}, {'first_name': 'Heidi Grace', 'last_name': 'Engerman', 'role': 'cast'}, {'first_name': 'Ireon', 'last_name': 'Roach', 'role': 'cast'}]
Carrie|Carrie White, a shy, friendless teenage girl who is sheltered by her domineering, religious mother, unleashes her telekinetic powers after being humiliated by her classmates at her senior prom.|R|1976-11-16|98|https://m.media-amazon.com/images/M/MV5BMTlhNmVkZGUtNjdjOC00YWY3LTljZWQtMTY1YWFhNGYwNDQwXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg|||['Horror', 'Mystery']|['telekinesis', 'high school prom', 'female protagonist', 'female frontal nudity', 'female rear nudity']|tt0074285|[{'first_name': 'Brian De', 'last_name': 'Palma', 'role': 'director'}, {'first_name': 'Sissy', 'last_name': 'Spacek', 'role': 'cast'}, {'first_name': 'Piper', 'last_name': 'Laurie', 'role': 'cast'}, {'first_name': 'Amy', 'last_name': 'Irving', 'role': 'cast'}, {'first_name': 'William', 'last_name': 'Katt', 'role': 'cast'}, {'first_name': 'John', 'last_name': 'Travolta', 'role': 'cast'}, {'first_name': 'Nancy', 'last_name': 'Allen', 'role': 'cast'}, {'first_name': 'Betty', 'last_name': 'Buckley', 'role': 'cast'}, {'first_name': 'P.J.', 'last_name': 'Soles', 'role': 'cast'}, {'first_name': 'Priscilla', 'last_name': 'Pointer', 'role': 'cast'}, {'first_name': 'Sydney', 'last_name': 'Lassick', 'role': 'cast'}, {'first_name': 'Stefan', 'last_name': 'Gierasch', 'role': 'cast'}, {'first_name': 'Michael', 'last_name': 'Talbott', 'role': 'cast'}, {'first_name': 'Doug', 'last_name': 'Cox', 'role': 'cast'}, {'first_name': 'Harry', 'last_name': 'Gold', 'role': 'cast'}, {'first_name': 'Noelle', 'last_name': 'North', 'role': 'cast'}]
Carrie|A shy girl, outcast by her peers and sheltered by her religious mother, unleashes telekinetic terror on her small town after being pushed too far at her senior prom.|R|2013-10-18|100|https://m.media-amazon.com/images/M/MV5BODg2MDU2MjYxNl5BMl5BanBnXkFtZTcwMDQ5MzU0OQ@@._V1_.jpg|||['Drama', 'Horror', 'Thriller']|['telekinesis', 'sympathetic villain', 'tragic villain', 'protagonist becomes antagonist', 'teenage girl as protagonist']|tt1939659|[{'first_name': 'Kimberly', 'last_name': 'Peirce', 'role': 'director'}, {'first_name': 'Julianne', 'last_name': 'Moore', 'role': 'cast'}, {'first_name': 'Chloë Grace', 'last_name': 'Moretz', 'role': 'cast'}, {'first_name': 'Gabriella', 'last_name': 'Wilde', 'role': 'cast'}, {'first_name': 'Portia', 'last_name': 'Doubleday', 'role': 'cast'}, {'first_name': 'Zoë', 'last_name': 'Belkin', 'role': 'cast'}, {'first_name': 'Samantha', 'last_name': 'Weinstein', 'role': 'cast'}, {'first_name': 'Karissa', 'last_name': 'Strain', 'role': 'cast'}, {'first_name': 'Katie', 'last_name': 'Strain', 'role': 'cast'}, {'first_name': 'Ansel', 'last_name': 'Elgort', 'role': 'cast'}, {'first_name': 'Demetrius', 'last_name': 'Joyette', 'role': 'cast'}, {'first_name': 'Judy', 'last_name': 'Greer', 'role': 'cast'}, {'first_name': 'Barry Shabaka', 'last_name': 'Henley', 'role': 'cast'}, {'first_name': 'Arlene', 'last_name': 'Mazerolle', 'role': 'cast'}, {'first_name': 'Evan', 'last_name': 'Gilchrist', 'role': 'cast'}, {'first_name': 'Eddie Max', 'last_name': 'Huband', 'role': 'cast'}]
Casper|An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.|PG|1995-05-26|100|https://m.media-amazon.com/images/M/MV5BZmQzZThjNDQtMjAxNC00YzhjLWFkNmItZDg4NjkxNjZkMjMxXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_.jpg|||['Comedy', 'Family', 'Fantasy']|['ghost', 'based on comic book', 'mansion', 'spirit', 'friendly ghost']|tt0112642|[{'first_name': 'Brad', 'last_name': 'Silberling', 'role': 'director'}, {'first_name': 'Chauncey', 'last_name': 'Leopardi', 'role': 'cast'}, {'first_name': 'Spencer', 'last_name': 'Vrooman', 'role': 'cast'}, {'first_name': 'Malachi', 'last_name': 'Pearson', 'role': 'cast'}, {'first_name': 'Cathy', 'last_name': 'Moriarty', 'role': 'cast'}, {'first_name': 'Eric', 'last_name': 'Idle', 'role': 'cast'}, {'first_name': 'Ben', 'last_name': 'Stein', 'role': 'cast'}, {'first_name': 'Don', 'last_name': 'Novello', 'role': 'cast'}, {'first_name': 'Fred', 'last_name': 'Rogers', 'role': 'cast'}, {'first_name': 'Terry', 'last_name': 'Murphy', 'role': 'cast'}, {'first_name': 'Bill', 'last_name': 'Pullman', 'role': 'cast'}, {'first_name': 'Christina', 'last_name': 'Ricci', 'role': 'cast'}, {'first_name': 'Ernestine', 'last_name': 'Mercer', 'role': 'cast'}, {'first_name': 'Doug', 'last_name': 'Bruckner', 'role': 'cast'}, {'first_name': 'Joe', 'last_name': 'Nipote', 'role': 'cast'}, {'first_name': 'Joe', 'last_name': 'Alaskey', 'role': 'cast'}]
Child's Play|A single mother gives her son a much sought-after doll for his birthday, only to discover that it is possessed by the soul of a serial killer.|R|1988-11-09|87|https://m.media-amazon.com/images/M/MV5BZGU1MjNiYWYtNGQ5MS00MTgzLTlkYjItZDhhNTdlMTkxZGVlL2ltYWdlXkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_.jpg|||['Horror', 'Thriller']|['andy barclay character', 'spell', 'animatronic', 'chucky character', 'gift']|tt0094862|[{'first_name': 'Tom', 'last_name': 'Holland', 'role': 'director'}, {'first_name': 'Catherine', 'last_name': 'Hicks', 'role': 'cast'}, {'first_name': 'Chris', 'last_name': 'Sarandon', 'role': 'cast'}, {'first_name': 'Alex', 'last_name': 'Vincent', 'role': 'cast'}, {'first_name': 'Brad', 'last_name': 'Dourif', 'role': 'cast'}, {'first_name': 'Dinah', 'last_name': 'Manoff', 'role': 'cast'}, {'first_name': 'Tommy', 'last_name': 'Swerdlow', 'role': 'cast'}, {'first_name': 'Jack', 'last_name': 'Colvin', 'role': 'cast'}, {'first_name': 'Neil', 'last_name': 'Giuntoli', 'role': 'cast'}, {'first_name': 'Juan', 'last_name': 'Ramírez', 'role': 'cast'}, {'first_name': 'Alan', 'last_name': 'Wilder', 'role': 'cast'}, {'first_name': 'Richard', 'last_name': 'Baird', 'role': 'cast'}, {'first_name': 'Ray', 'last_name': 'Oliver', 'role': 'cast'}, {'first_name': 'Aaron', 'last_name': 'Osborne', 'role': 'cast'}, {'first_name': 'Tyler', 'last_name': 'Hard', 'role': 'cast'}, {'first_name': 'Ted', 'last_name': 'Liss', 'role': 'cast'}]
Child's Play|A mother gives her 13-year-old son a toy doll for his birthday, unaware of its more sinister nature.|R|2019-06-21|90|https://m.media-amazon.com/images/M/MV5BNTNlNjIxNjktOWUyMS00YWY5LWEwZGItMjZmODJlZWNiZGM2XkEyXkFqcGdeQXVyNDg4NjY5OTQ@._V1_.jpg|||['Drama', 'Horror', 'Sci-Fi']|['tied feet', 'creepy doll', 'chucky character', 'killer doll', 'horror icon']|tt8663516|[{'first_name': 'Lars', 'last_name': 'Klevberg', 'role': 'director'}, {'first_name': 'Tim', 'last_name': 'Matheson', 'role': 'cast'}, {'first_name': 'Ben', 'last_name': 'Daon', 'role': 'cast'}, {'first_name': 'Zahra', 'last_name': 'Anderson', 'role': 'cast'}, {'first_name': 'Serge', 'last_name': 'Jaswal', 'role': 'cast'}, {'first_name': 'Ariana', 'last_name': 'Nica', 'role': 'cast'}, {'first_name': 'Phoenix', 'last_name': 'Ly', 'role': 'cast'}, {'first_name': 'Johnson', 'last_name': 'Phan', 'role': 'cast'}, {'first_name': 'Aubrey', 'last_name': 'Plaza', 'role': 'cast'}, {'first_name': 'Eddie', 'last_name': 'Flake', 'role': 'cast'}, {'first_name': 'Trent', 'last_name': 'Redekop', 'role': 'cast'}, {'first_name': 'Gabriel', 'last_name': 'Bateman', 'role': 'cast'}, {'first_name': 'Beatrice', 'last_name': 'Kitsos', 'role': 'cast'}, {'first_name': 'Ty', 'last_name': 'Consiglio', 'role': 'cast'}, {'first_name': 'Hannah', 'last_name': 'Drew', 'role': 'cast'}, {'first_name': 'Amro', 'last_name': 'Majzoub', 'role': 'cast'}]
Children of the Corn|A young couple is trapped in a remote town where a dangerous religious cult of children believes that everyone over age 18 must be killed.|R|1984-03-09|92|https://m.media-amazon.com/images/M/MV5BNWVhZjU2NGItZTFjYS00YWJlLWExMTctZDJmYzU0YjZkMzE2XkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg|||['Horror', 'Thriller']|['corn', 'pagan ritual', 'christian mythology', 'cult', 'boy']|tt0087050|[{'first_name': 'Fritz', 'last_name': 'Kiersch', 'role': 'director'}, {'first_name': 'Peter', 'last_name': 'Horton', 'role': 'cast'}, {'first_name': 'Linda', 'last_name': 'Hamilton', 'role': 'cast'}, {'first_name': 'R.G.', 'last_name': 'Armstrong', 'role': 'cast'}, {'first_name': 'John', 'last_name': 'Franklin', 'role': 'cast'}, {'first_name': 'Courtney', 'last_name': 'Gains', 'role': 'cast'}, {'first_name': 'Robby', 'last_name': 'Kiger', 'role': 'cast'}, {'first_name': 'Anne Marie', 'last_name': 'McEvoy', 'role': 'cast'}, {'first_name': 'Julie', 'last_name': 'Maddalena', 'role': 'cast'}, {'first_name': 'Jonas', 'last_name': 'Marlowe', 'role': 'cast'}, {'first_name': 'John', 'last_name': 'Philbin', 'role': 'cast'}, {'first_name': 'Dan', 'last_name': 'Snook', 'role': 'cast'}, {'first_name': 'David', 'last_name': 'Cowen', 'role': 'cast'}, {'first_name': 'Suzy', 'last_name': 'Southam', 'role': 'cast'}, {'first_name': 'D.G.', 'last_name': 'Johnson', 'role': 'cast'}, {'first_name': 'Patrick', 'last_name': 'Boylan', 'role': 'cast'}]
Children of the Corn|The film describes the events leading up to, and including, the massacre of the adults of a small town in Nebraska by their children, after the adults' irresponsibility ruins the crop and the children's future.|R|2023-03-21|93|https://m.media-amazon.com/images/M/MV5BOGZiY2FlNzgtYWNkMS00NjMxLWE5YmEtYjg4ODY1OGM3ZDY3XkEyXkFqcGdeQXVyMzQwMTY2Nzk@._V1_.jpg|||['Horror']|['cult', 'based on short story', 'supernatural horror', 'slasher horror', 'violence']|tt12311866|[{'first_name': 'Kurt', 'last_name': 'Wimmer', 'role': 'director'}, {'first_name': 'Elena', 'last_name': 'Kampouris', 'role': 'cast'}, {'first_name': 'Kate', 'last_name': 'Moyer', 'role': 'cast'}, {'first_name': 'Callan', 'last_name': 'Mulvey', 'role': 'cast'}, {'first_name': 'Bruce', 'last_name': 'Spence', 'role': 'cast'}, {'first_name': 'Stephen', 'last_name': 'Hunter', 'role': 'cast'}, {'first_name': 'Jayden', 'last_name': 'McGinlay', 'role': 'cast'}, {'first_name': 'Ashlee', 'last_name': 'Juergens', 'role': 'cast'}, {'first_name': 'Sisi', 'last_name': 'Stringer', 'role': 'cast'}, {'first_name': 'Joe', 'last_name': 'Klocek', 'role': 'cast'}, {'first_name': 'Orlando', 'last_name': 'Schwerdt', 'role': 'cast'}, {'first_name': 'Andrew S.', 'last_name': 'Gilbert', 'role': 'cast'}, {'first_name': 'Rory', 'last_name': 'Potter', 'role': 'cast'}, {'first_name': 'Brian', 'last_name': 'Meegan', 'role': 'cast'}, {'first_name': 'Connor', 'last_name': 'Burke', 'role': 'cast'}, {'first_name': 'Julian', 'last_name': 'Garner', 'role': 'cast'}]
